Year,GeoCode,Value
2019,,66.32
2015,,72.12
2011,,69.41
2019,1.0,71.82
2015,1.0,73.8
2011,1.0,72.15
2019,2.0,75.17
2015,2.0,76.4
2011,2.0,75.18
2019,3.0,72.45
2015,3.0,75.58
2011,3.0,74.06
2019,4.0,68.45
2015,4.0,73.81
2011,4.0,70.97
2019,5.0,67.16
2015,5.0,71.75
2011,5.0,70.04
2019,6.0,74.53
2015,6.0,76.91
2011,6.0,76.2
2019,7.0,62.25
2015,7.0,69.92
2011,7.0,68.2
2019,8.0,68.96
2015,8.0,74.7
2011,8.0,70.99
2019,9.0,64.75
2015,9.0,72.53
2011,9.0,68.4
2019,10.0,62.64
2015,10.0,69.36
2011,10.0,66.93
2019,11.0,59.24
2015,11.0,67.31
2011,11.0,63.95
2019,12.0,65.29
2015,12.0,71.14
2011,12.0,67.84
2019,13.0,70.0
2015,13.0,74.81
2011,13.0,71.82
2019,14.0,69.33
2015,14.0,74.45
2011,14.0,70.68
2019,15.0,61.33
2015,15.0,69.4
2011,15.0,65.73
2019,16.0,61.82
2015,16.0,69.74
2011,16.0,65.84
2019,17.0,69.63
2015,17.0,76.15
2011,17.0,73.9
2019,18.0,59.86
2015,18.0,69.52
2011,18.0,65.32
2019,19.0,62.4
2015,19.0,69.06
2011,19.0,67.92
