Year,GeoCode,Value
2020,,143.77
2019,,149.71
2018,,147.6
2017,,146.87
2016,,147.2
2015,,144.92
2014,,148.37
2013,,145.37
2012,,147.61
2011,,152.3
2010,,152.14
2009,,157.27
2020,1.0,211.69
2019,1.0,257.83
2018,1.0,251.33
2017,1.0,254.5
2016,1.0,262.84
2015,1.0,250.88
2014,1.0,258.81
2013,1.0,254.41
2012,1.0,264.85
2011,1.0,279.03
2010,1.0,274.94
2009,1.0,294.7
2020,2.0,147.8
2019,2.0,159.89
2018,2.0,158.22
2017,2.0,158.0
2016,2.0,158.7
2015,2.0,155.22
2014,2.0,158.46
2013,2.0,153.97
2012,2.0,159.96
2011,2.0,163.52
2010,2.0,158.85
2009,2.0,168.9
2020,3.0,154.17
2019,3.0,162.15
2018,3.0,159.19
2017,3.0,160.7
2016,3.0,158.3
2015,3.0,156.1
2014,3.0,159.34
2013,3.0,154.43
2012,3.0,154.13
2011,3.0,159.27
2010,3.0,156.65
2009,3.0,166.33
2020,4.0,171.69
2019,4.0,188.69
2018,4.0,196.56
2017,4.0,196.5
2016,4.0,199.19
2015,4.0,209.28
2014,4.0,215.61
2013,4.0,213.22
2012,4.0,208.2
2011,4.0,220.15
2010,4.0,259.75
2009,4.0,254.81
2020,5.0,124.4
2019,5.0,126.42
2018,5.0,123.12
2017,5.0,123.9
2016,5.0,141.56
2015,5.0,140.13
2014,5.0,142.99
2013,5.0,135.45
2012,5.0,139.48
2011,5.0,144.26
2010,5.0,140.36
2009,5.0,147.52
2020,6.0,159.28
2019,6.0,172.84
2018,6.0,169.68
2017,6.0,172.8
2016,6.0,205.54
2015,6.0,205.11
2014,6.0,208.32
2013,6.0,201.15
2012,6.0,210.41
2011,6.0,222.64
2010,6.0,209.17
2009,6.0,219.15
2020,7.0,118.09
2019,7.0,118.05
2018,7.0,118.88
2017,7.0,116.6
2016,7.0,113.78
2015,7.0,114.21
2014,7.0,116.65
2013,7.0,113.64
2012,7.0,116.91
2011,7.0,118.21
2010,7.0,114.49
2009,7.0,123.09
2020,8.0,131.76
2019,8.0,131.69
2018,8.0,129.01
2017,8.0,128.8
2016,8.0,150.48
2015,8.0,149.71
2014,8.0,153.14
2013,8.0,150.0
2012,8.0,150.53
2011,8.0,153.1
2010,8.0,155.37
2009,8.0,158.62
2020,9.0,106.98
2019,9.0,107.45
2018,9.0,104.79
2017,9.0,104.6
2016,9.0,102.41
2015,9.0,99.61
2014,9.0,101.93
2013,9.0,99.52
2012,9.0,103.52
2011,9.0,107.21
2010,9.0,104.12
2009,9.0,109.85
2020,10.0,137.01
2019,10.0,141.33
2018,10.0,141.04
2017,10.0,136.0
2016,10.0,138.73
2015,10.0,136.04
2014,10.0,139.6
2013,10.0,137.12
2012,10.0,139.89
2011,10.0,143.07
2010,10.0,136.19
2009,10.0,141.54
2020,11.0,148.84
2019,11.0,155.47
2018,11.0,149.23
2017,11.0,147.3
2016,11.0,158.28
2015,11.0,160.09
2014,11.0,163.01
2013,11.0,158.41
2012,11.0,160.72
2011,11.0,162.22
2010,11.0,164.02
2009,11.0,172.39
2020,12.0,143.41
2019,12.0,149.3
2018,12.0,146.72
2017,12.0,146.6
2016,12.0,153.37
2015,12.0,147.0
2014,12.0,151.1
2013,12.0,147.89
2012,12.0,151.04
2011,12.0,154.96
2010,12.0,153.85
2009,12.0,157.61
2020,13.0,178.72
2019,13.0,187.9
2018,13.0,181.45
2017,13.0,182.8
2016,13.0,92.8
2015,13.0,92.57
2014,13.0,94.34
2013,13.0,91.42
2012,13.0,94.78
2011,13.0,99.66
2010,13.0,92.15
2009,13.0,95.34
2020,14.0,150.4
2019,14.0,152.76
2018,14.0,150.45
2017,14.0,150.2
2016,14.0,220.48
2015,14.0,220.57
2014,14.0,225.86
2013,14.0,221.13
2012,14.0,226.63
2011,14.0,231.54
2010,14.0,218.46
2009,14.0,226.14
2020,15.0,117.22
2019,15.0,115.82
2018,15.0,114.02
2017,15.0,114.5
2016,15.0,94.8
2015,15.0,92.89
2014,15.0,95.52
2013,15.0,93.04
2012,15.0,93.95
2011,15.0,97.32
2010,15.0,95.37
2009,15.0,99.1
2020,16.0,119.97
2019,16.0,120.48
2018,16.0,119.42
2017,16.0,120.6
2016,16.0,109.69
2015,16.0,105.69
2014,16.0,108.89
2013,16.0,106.94
2012,16.0,110.94
2011,16.0,114.36
2010,16.0,112.09
2009,16.0,115.42
2020,17.0,213.65
2019,17.0,209.71
2018,17.0,206.95
2017,17.0,211.1
2016,17.0,71.68
2015,17.0,14.87
2014,17.0,15.29
2013,17.0,15.01
2012,17.0,18.17
2011,17.0,15.08
2010,17.0,15.47
2009,17.0,16.76
2020,18.0,145.75
2019,18.0,156.08
2018,18.0,150.73
2017,18.0,150.4
2016,18.0,160.99
2015,18.0,157.49
2014,18.0,160.63
2013,18.0,155.94
2012,18.0,160.96
2011,18.0,172.87
2010,18.0,168.33
2009,18.0,174.39
2020,19.0,214.42
2019,19.0,211.3
2018,19.0,210.38
2017,19.0,215.0
2016,19.0,168.44
2015,19.0,162.35
2014,19.0,165.9
2013,19.0,159.91
2012,19.0,164.31
2011,19.0,173.89
2010,19.0,187.78
2009,19.0,193.86
